avg_ai_score,avg_programming_score,avg_math_score,avg_datascience_score,avg_webdev_score,interest_ai,interest_data,interest_web,interest_research,skill_python,skill_web_tech,skill_ml,semester,career
69.54956649984722,61.40764540239957,64.64176223105395,52.92383313981806,47.0977502278965,0,0,0,0,0,1,0,4,Business Intelligence Analyst
72.19836847502525,74.51735276829613,73.95043023348754,55.86068710940562,73.02430811552838,1,1,0,0,1,1,1,1,Data Analyst
40.0,42.5,45.0,42.5,37.5,1,1,1,1,0,1,0,8,Full Stack Developer
69.41442316689103,72.83604016494024,78.2023256039159,72.41095639291966,69.50654582302876,1,0,0,0,1,1,1,1,AI Engineer
52.40330248424613,77.00844354893393,49.840988599801726,40.0,62.009601188629205,1,0,1,0,0,1,0,4,Full Stack Developer
89.12537364652866,92.53401524875605,76.81367433287024,91.32395385959721,59.27021575996473,1,1,1,0,1,0,0,2,Data Scientist
40.0,70.90198019468838,73.19244895361302,60.51425239119087,62.05379456522308,0,0,1,0,0,0,0,2,Software Engineer
49.638958858715306,77.47826814939371,74.13710921480667,77.79975103329654,86.1591668047999,1,1,0,0,0,1,0,7,Data Analyst
62.51193084813855,70.01266426409674,94.58155669279343,75.44922638425287,40.0,0,0,0,0,0,0,1,5,Business Intelligence Analyst
59.17607045614113,66.88770608482466,82.67967139662736,88.21624577786686,71.4021526591808,1,1,0,0,0,0,1,5,Data Analyst
65.33333333333334,57.166666666666664,73.5,69.41666666666667,61.25,0,1,0,0,0,0,0,6,Machine Learning Engineer
49.33333333333334,52.41666666666667,55.50000000000001,52.41666666666667,46.25,0,1,1,0,0,1,0,7,Business Intelligence Analyst
73.66770696954532,65.8047769017939,77.40530527432651,67.61156656250246,72.75084869411367,0,1,0,0,1,0,0,3,Business Intelligence Analyst
29.333333333333332,31.166666666666664,33.0,31.166666666666664,27.5,0,0,1,0,0,1,0,8,DevOps Engineer
37.333333333333336,32.666666666666664,46.666666666666664,39.666666666666664,35.0,0,1,0,0,0,0,0,6,DevOps Engineer
77.15141679976114,59.09520990998036,75.22136191763141,90.56951289624058,57.597861715904685,1,1,0,0,1,0,1,4,Data Analyst
83.37494584723879,72.95464683998819,91.04039663756778,92.75563137408798,65.00493428332089,0,0,0,0,1,0,1,1,Cybersecurity Analyst
58.22693503191099,83.91022024485437,97.27320776755002,86.2781519988178,40.459762662720294,1,1,0,1,0,0,0,6,Data Analyst
69.33333333333333,73.66666666666666,86.66666666666666,73.66666666666666,65.0,0,1,1,0,1,1,0,1,Data Scientist
85.7628735971038,100.0,72.22200967976147,58.422779069718516,54.964407416794444,1,0,0,1,1,0,0,1,Software Engineer
66.87688615379118,69.55295310586162,75.10329741013503,61.756050848150174,43.37066658651316,0,1,0,0,1,1,0,4,DevOps Engineer
100.0,84.35030341919754,79.77407790373705,72.41281820018682,45.19190115663376,1,0,1,0,1,0,1,6,AI Engineer
65.91273510375996,84.80703987542604,95.03500369799741,71.20315872703222,48.52233426192489,1,1,0,0,1,0,0,6,Data Analyst
60.0,63.75,67.5,63.75,56.25,0,1,1,0,0,1,0,6,Software Engineer
63.764871105745954,73.18200804437645,97.09913156779893,87.2057170422458,72.90042191951876,0,1,0,0,1,0,0,7,Business Intelligence Analyst
47.536051632056825,100.0,76.00254536017029,67.50598152654925,83.85305676895281,0,0,0,0,0,1,1,5,Software Engineer
65.81598865258506,67.444575673929,68.9036399587301,65.181480316927,40.48684288666476,0,0,1,0,0,1,0,1,Full Stack Developer
58.666666666666664,62.33333333333333,66.0,62.33333333333333,55.0,0,1,1,0,0,1,0,6,Full Stack Developer
61.08387651436181,94.49131294158167,82.38296737192206,47.07775182466128,64.59001078003153,0,1,0,0,1,0,1,5,Cybersecurity Analyst
56.0,59.5,70.0,59.5,52.5,1,1,1,1,0,1,0,3,Full Stack Developer
91.78197739165677,88.07784183877332,90.3032779727096,100.0,50.0948403296139,0,0,0,1,1,1,1,1,Machine Learning Engineer
76.5350038372854,84.10225908457289,71.26045109449062,81.11874593207298,90.94795932931736,1,0,0,0,1,0,1,6,AI Engineer
42.42800322384198,81.52752938365178,55.68719020311606,54.80243254110118,55.61415242406097,1,0,0,0,1,0,0,5,DevOps Engineer
98.98260974197188,100.0,94.16248324392109,87.64199874397545,62.83731864349056,1,0,1,0,1,0,1,8,Machine Learning Engineer
82.69768946823113,77.6154714113792,86.99993846869128,92.92318734481668,70.09807707938225,0,0,0,0,1,0,0,8,Cybersecurity Analyst
30.66666666666667,32.583333333333336,38.333333333333336,32.583333333333336,28.75,0,0,1,0,0,1,0,8,Full Stack Developer
46.972062889636256,68.59845826461716,73.97913715621924,57.702380805285316,77.81429559803301,0,1,1,0,0,1,0,6,DevOps Engineer
78.74287482832978,58.1207136583061,79.74481603276008,76.95815692864825,68.36506599569702,0,0,0,1,0,0,1,3,Business Intelligence Analyst
33.333333333333336,35.41666666666667,41.66666666666667,35.41666666666667,31.250000000000004,0,1,1,0,0,1,0,1,Full Stack Developer
32.0,34.0,40.0,34.0,30.0,0,1,1,0,0,1,0,3,Full Stack Developer
66.33326510995435,82.88113168398843,76.8321896448577,83.80496056214729,58.05208207191256,0,1,0,1,1,0,0,7,Software Engineer
58.37967286237223,82.87732969899326,68.41257048308933,50.70773550046726,90.77581961422015,1,1,0,0,1,1,0,5,Software Engineer
55.04546751291789,75.61862123072898,43.19420950292485,57.489536342300575,40.0,0,1,1,0,0,1,0,7,Full Stack Developer
34.666666666666664,36.83333333333333,43.33333333333333,36.83333333333333,32.5,0,1,1,0,0,1,0,8,Business Intelligence Analyst
88.51296660381877,62.097822346502284,65.4219925970393,76.66083422785587,70.02076765260722,1,1,0,1,1,0,1,1,Data Analyst
72.27779259004727,70.36612016225241,87.24693732387102,82.3922433931761,75.3772855186073,0,0,0,0,1,0,0,7,Business Intelligence Analyst
8.0,8.5,10.0,8.5,7.5,0,0,1,0,0,1,0,8,Business Intelligence Analyst
42.66666666666667,45.333333333333336,53.333333333333336,45.333333333333336,40.0,1,1,1,1,0,1,0,6,Business Intelligence Analyst
78.85446523084731,92.14410143368865,85.19339402883264,81.90928301273229,50.058390022651416,1,1,0,0,1,0,1,3,AI Engineer
70.38844970080616,100.0,88.71285472204227,87.0505844875123,63.460702152742755,0,0,0,0,1,0,0,6,Cybersecurity Analyst
38.666666666666664,41.08333333333333,48.33333333333333,41.08333333333333,36.25,0,1,1,0,0,1,0,3,Business Intelligence Analyst
74.31220611458788,81.4274621192056,100.0,79.53731154361506,74.915627415197,0,0,0,1,1,0,1,2,Research Scientist
67.16383998253899,91.99591117467881,76.34791086072596,84.54243079962885,75.97925194666364,0,0,1,0,1,1,0,4,Software Engineer
70.94170644027945,73.52707931594777,90.10225842896494,83.7569483885124,69.13240117587294,1,0,1,0,1,0,0,6,Cybersecurity Analyst
41.29131074203286,59.17855146872664,71.31105609701702,55.01476561411461,47.10936117514831,0,1,1,0,1,0,0,5,Software Engineer
37.333333333333336,32.666666666666664,46.666666666666664,39.666666666666664,35.0,0,1,0,0,0,0,0,4,Business Intelligence Analyst
69.19848416104941,83.60945108328953,75.02134611068838,80.96348036190301,59.96583551822927,0,1,0,1,0,1,0,5,Software Engineer
76.93180781899167,85.04879600944986,92.17136533766276,71.53842942071356,72.13927970286325,1,0,1,0,0,1,0,7,Business Intelligence Analyst
72.51983466967103,75.89171389971553,76.13897314550258,79.37128186741828,40.0,1,1,0,0,0,0,0,4,Data Analyst
28.0,29.75,31.5,29.75,26.25,0,1,1,0,0,1,0,6,DevOps Engineer
52.0,55.25,58.5,55.25,48.75,0,1,1,0,0,1,0,2,Full Stack Developer
62.00461424007721,61.8544397331266,79.77065074354526,68.90561893545902,40.0,0,0,1,1,0,1,0,5,Business Intelligence Analyst
12.0,10.5,13.5,12.75,11.25,0,1,0,0,0,0,0,5,Full Stack Developer
99.5704420319417,68.89000392194679,100.0,100.0,49.86391501075897,0,1,1,1,1,1,1,5,Research Scientist
52.0,55.25,65.0,55.25,48.75,0,1,1,0,0,1,0,2,Software Engineer
42.66666666666667,45.333333333333336,53.333333333333336,45.333333333333336,40.0,0,1,1,0,0,1,0,4,Full Stack Developer
76.64738734507308,86.15947973208051,62.028601270068464,74.69156226490733,41.1180081449504,0,1,0,0,0,1,0,8,DevOps Engineer
46.897281201362475,100.0,70.18174176879666,70.31784612448884,73.51892334231137,1,0,0,1,0,1,1,7,DevOps Engineer
48.0,51.0,60.0,51.0,45.0,0,1,1,0,0,1,0,6,Full Stack Developer
61.33333333333334,65.16666666666667,76.66666666666667,65.16666666666667,57.5,0,1,1,0,0,1,0,6,Machine Learning Engineer
74.3820831913882,66.4218963231691,89.33904390751401,78.24432023993326,54.758146851955296,1,1,1,0,1,0,1,6,AI Engineer
51.58010156935411,40.0,95.38577776769989,62.8967484994587,56.98156981926438,1,1,0,0,1,1,0,8,Data Analyst
80.72045769760277,61.159749555402946,87.14977728166602,80.25921497620232,40.0,1,1,0,0,1,0,0,7,Data Scientist
53.33333333333334,56.66666666666667,60.00000000000001,56.66666666666667,50.0,1,1,1,1,0,1,0,4,Full Stack Developer
78.91933420295976,95.41093512129511,87.643979739646,74.09679754419004,40.0,0,0,0,0,1,0,0,7,Business Intelligence Analyst
38.666666666666664,41.08333333333333,43.5,41.08333333333333,36.25,0,1,1,0,0,1,0,2,DevOps Engineer
55.57806650928027,89.41429365520273,71.41375464830995,56.94719261895011,46.291121023531645,0,0,0,0,1,1,0,7,Business Intelligence Analyst
49.22811799971888,86.25060875059852,72.14704499751784,67.86374737099517,64.0158174045881,0,1,1,0,1,1,1,5,Full Stack Developer
74.2837484477537,68.7077505550096,95.09181165858328,82.86454161736361,68.13038555346364,1,1,0,0,1,1,0,3,Data Analyst
41.33333333333334,36.166666666666664,46.50000000000001,43.91666666666667,38.75,1,0,0,0,0,0,0,7,Business Intelligence Analyst
70.31365341560317,82.59819655423361,74.16515926381253,72.86443162267499,66.57568846126972,0,0,1,1,0,0,0,2,Business Intelligence Analyst
56.70608734361676,77.20541779622943,76.39997569604861,56.27835295475613,60.353531382260215,0,0,0,0,1,0,0,2,Software Engineer
48.0,51.0,54.0,51.0,45.0,0,1,1,0,0,1,0,1,Business Intelligence Analyst
70.72969390175886,63.48950667982574,81.36076395697386,77.17686345561165,40.84046638339237,1,1,0,1,1,0,1,6,Data Analyst
100.0,59.87030115163576,74.12485144239864,75.5271333784938,57.03564736175216,0,0,0,1,1,1,1,4,Research Scientist
82.16190055424876,47.539305220613294,69.43692400103652,55.58397626513773,73.85470170198725,1,1,0,1,1,1,0,1,Data Scientist
42.53742880041449,78.84805675214827,44.50188980847399,40.12818341751392,44.79804289495401,1,0,1,0,0,1,0,7,Full Stack Developer
65.90992994517893,91.49364901546627,90.40160878603677,89.10900678177609,71.71186447390411,1,0,0,0,1,1,1,7,AI Engineer
50.666666666666664,44.33333333333333,57.0,53.83333333333333,47.5,0,1,0,0,0,0,0,4,Full Stack Developer
67.57334700325535,74.98625415457475,98.62743504315384,69.30576599329137,56.868654207913906,1,1,0,0,1,0,0,6,Data Analyst
59.62478192230955,100.0,80.59127520965396,74.07662139277681,67.58637186599887,0,1,0,0,0,1,0,1,Software Engineer
63.120556155777635,83.50968539213444,67.76876169914378,59.42682730620591,53.90157011200637,0,1,1,0,1,1,0,6,Full Stack Developer
87.0463219104106,91.83626050365523,100.0,77.13748581153168,59.04964912392204,1,0,0,0,1,1,1,8,AI Engineer
37.333333333333336,39.666666666666664,46.666666666666664,39.666666666666664,35.0,0,1,1,0,0,1,0,8,DevOps Engineer
42.66666666666667,37.333333333333336,53.333333333333336,45.333333333333336,40.0,0,1,0,0,0,0,0,1,Full Stack Developer
26.66666666666667,28.333333333333336,33.333333333333336,28.333333333333336,25.0,0,1,1,0,0,1,0,1,Full Stack Developer
49.33333333333334,52.41666666666667,61.66666666666667,52.41666666666667,46.25,0,1,1,0,0,1,0,4,Business Intelligence Analyst
61.33333333333334,65.16666666666667,69.0,65.16666666666667,57.5,1,1,1,1,0,1,0,2,Software Engineer
40.0,42.5,50.0,42.5,37.5,0,1,1,0,0,1,0,5,Full Stack Developer
80.11839791484954,70.75210264664872,70.73584868747518,65.2004105371606,49.231980776513616,1,1,1,0,1,0,1,8,Data Scientist
59.51716843383182,60.320443538393974,76.29393068387316,71.430467098697,48.8285053579955,0,0,0,0,1,0,0,2,Software Engineer
28.0,29.75,31.5,29.75,26.25,0,1,1,0,0,1,0,1,DevOps Engineer
52.69271399136023,74.9307333202014,70.72086423393657,60.86586653246439,78.16300650259339,1,0,0,0,1,0,0,5,Software Engineer
33.333333333333336,35.41666666666667,37.50000000000001,35.41666666666667,31.250000000000004,0,1,1,0,0,1,0,4,Full Stack Developer
79.03724580070428,74.68807923221208,95.60803039532902,85.00663319140993,40.0,1,0,0,1,1,1,1,7,Research Scientist
52.0,55.25,65.0,55.25,48.75,0,1,1,0,0,1,0,1,Full Stack Developer
62.34598008896386,69.31336357809494,79.18401013044151,61.006110585291275,66.89108560508174,0,0,0,0,1,1,1,2,Cybersecurity Analyst
40.0,68.06252553352637,87.54827718137498,79.3637582656419,43.09293912942692,0,1,1,0,0,1,0,6,Full Stack Developer
57.62812904448919,85.073723072651,72.3313782840136,68.06943352448728,67.82820493020209,1,0,1,0,1,0,1,1,AI Engineer
40.0,42.5,45.0,42.5,37.5,1,1,1,1,0,1,0,5,DevOps Engineer
40.0,42.5,50.0,42.5,37.5,1,1,1,1,0,1,0,1,DevOps Engineer
70.82898489988787,85.42275782715541,52.6234281055836,71.81470586717609,40.0,0,0,0,0,1,0,0,1,Software Engineer
60.10075784676013,76.9838882769951,58.59506320294538,50.24299111844836,71.50201293640475,1,0,0,0,0,0,1,1,Software Engineer
36.0,38.25,45.0,38.25,33.75,0,1,1,0,0,1,0,2,DevOps Engineer
83.90552054995753,80.93925343126955,70.01044114312253,70.68226727316966,57.9218923960883,1,1,1,0,1,0,1,7,AI Engineer
5.333333333333334,5.666666666666667,6.0,5.666666666666667,5.0,0,0,1,0,0,1,0,4,Full Stack Developer
52.80713378083163,92.7189633786609,55.769971392414405,40.20796495668107,59.516385905841645,1,0,1,1,1,1,0,2,Software Engineer
53.85820470446755,99.3541674266023,70.16671055521954,53.95735846368294,85.10881046662494,0,0,0,0,1,1,1,5,Software Engineer
76.45559271689332,100.0,61.68770713057762,80.42700495525935,69.5238590668387,0,0,1,0,1,1,0,3,Cybersecurity Analyst
84.39908470273812,69.15518717933486,85.4042650716007,76.66578218454987,58.25779051054179,0,0,0,0,1,1,1,3,Machine Learning Engineer
52.0,45.5,58.5,55.25,48.75,0,0,0,0,0,0,0,1,Full Stack Developer
73.33333333333333,77.91666666666666,91.66666666666666,77.91666666666666,68.75,1,1,1,1,1,1,1,3,AI Engineer
64.50071798762275,92.82377938918151,74.67588625462989,69.77923785208195,68.54023592943024,1,1,0,0,1,0,0,2,DevOps Engineer
52.917401240650335,88.2938233811444,75.33391847716202,71.88403438141023,77.37581209609667,0,1,1,0,0,1,1,3,Full Stack Developer
77.5647590046618,69.76164551674563,80.566504728507,74.7815881208554,40.0,1,1,0,0,1,0,0,7,Data Scientist
44.00000000000001,46.75000000000001,55.00000000000001,46.75000000000001,41.25000000000001,0,1,1,0,0,1,0,1,Full Stack Developer
40.0,69.50414656074578,53.04432449086777,58.6835920068252,54.12860575692713,0,0,1,0,0,1,0,5,Full Stack Developer
56.0,59.5,63.0,59.5,52.5,1,1,1,1,0,1,0,1,Data Analyst
61.94895609542174,87.89074980502483,62.62089414874445,56.35597856383448,66.71311653817834,0,1,0,0,0,0,0,2,Software Engineer
63.99028919254909,71.99123377030281,64.17138398561244,67.20336359879109,53.85041623464259,0,0,0,1,1,0,0,3,Software Engineer
42.66666666666667,45.333333333333336,48.0,45.333333333333336,40.0,0,1,1,0,0,1,0,1,Business Intelligence Analyst
55.76532518292902,56.06208443651716,55.61761611221037,50.149627899874126,65.34672140838285,1,1,0,0,1,1,1,7,Data Analyst
91.71225415972208,96.8175960789917,94.77698137256219,80.88135706101201,40.0,1,1,1,0,1,0,0,7,Data Scientist
45.333333333333336,48.166666666666664,51.0,48.166666666666664,42.5,0,1,1,0,0,1,0,3,Full Stack Developer
37.333333333333336,39.666666666666664,42.0,39.666666666666664,35.0,0,1,1,0,0,1,0,3,DevOps Engineer
74.02268259034196,84.54865699514717,77.4048136844187,76.37891467106662,48.727361850665076,1,1,0,0,1,1,1,6,Machine Learning Engineer
80.17412605840046,78.75330238580544,100.0,91.26357469407277,55.683212596431375,1,1,0,0,1,0,1,5,Data Scientist
36.0,38.25,45.0,38.25,33.75,0,1,1,0,0,1,0,8,Full Stack Developer
83.47422767094784,80.28192484720651,100.0,92.86350764652028,65.57279410982473,1,1,1,0,0,0,0,3,Data Analyst
44.00000000000001,46.75000000000001,55.00000000000001,46.75000000000001,41.25000000000001,1,1,1,1,0,1,0,3,Business Intelligence Analyst
40.0,42.5,50.0,42.5,37.5,0,1,1,0,0,1,0,8,Business Intelligence Analyst
75.45224389769592,59.7486833751745,87.0976859108833,79.37511453841702,47.328512122014814,1,1,1,0,1,1,0,4,Data Scientist
57.33333333333334,60.91666666666667,64.5,60.91666666666667,53.75,1,1,1,1,0,1,0,6,Full Stack Developer
17.333333333333332,18.416666666666664,21.666666666666664,18.416666666666664,16.25,0,0,1,0,0,1,0,6,Business Intelligence Analyst
74.68893017770223,88.15763632967007,87.68013263911931,77.62972974921622,50.29164243967538,1,1,1,0,1,0,1,1,AI Engineer
29.333333333333332,31.166666666666664,36.666666666666664,31.166666666666664,27.5,0,1,1,0,0,1,0,3,Full Stack Developer
57.33573551465646,77.5275726019669,74.30240924315453,75.97873282732529,40.0,0,1,0,0,1,0,0,7,Cybersecurity Analyst
67.41432304215449,51.186806978612374,96.9144770155535,100.0,74.95235593543323,1,1,0,0,1,1,0,1,Data Analyst
50.666666666666664,53.83333333333333,57.0,53.83333333333333,47.5,1,1,1,1,0,1,0,6,Full Stack Developer
25.333333333333332,26.916666666666664,31.666666666666664,26.916666666666664,23.75,1,1,1,1,0,1,0,5,Full Stack Developer
44.00000000000001,46.75000000000001,49.50000000000001,46.75000000000001,41.25000000000001,0,1,1,0,0,1,0,8,DevOps Engineer
58.666666666666664,62.33333333333333,66.0,62.33333333333333,55.0,0,1,1,0,0,1,0,8,Data Analyst
70.44724124603297,80.42974472309231,70.88037026906892,48.76846032606706,73.07927564237063,0,0,0,0,1,0,0,1,Business Intelligence Analyst
53.33333333333334,56.66666666666667,66.66666666666667,56.66666666666667,50.0,1,1,1,1,0,1,0,6,Software Engineer
54.666666666666664,47.83333333333333,68.33333333333333,58.08333333333333,51.25,0,1,0,0,0,0,0,5,Data Analyst
58.838544613965034,74.48879822625005,78.48671625308604,71.08495001197502,50.39706435815815,1,1,1,0,0,0,0,1,Data Analyst
61.946397536905934,71.09940482595766,66.68014913670989,72.54275508050956,72.96141059677166,0,0,1,0,0,1,0,8,Full Stack Developer
80.72328140289109,91.3425466856425,100.0,92.54274296110296,70.98230821981423,0,0,1,0,1,0,1,1,Machine Learning Engineer
100.0,88.08348782206419,91.36861977148271,81.91449365316973,75.44337627059312,0,0,1,0,1,1,1,2,Machine Learning Engineer
87.82928384158545,78.4829325314648,77.41416908383076,72.523664816751,63.10519401726601,1,0,0,0,1,1,1,2,AI Engineer
71.89866657740733,81.49137522858142,73.6152497958896,81.89470774357733,62.02119094968141,1,1,0,0,1,1,0,5,Cybersecurity Analyst
70.32452488979726,49.18032020544358,58.802288333697625,75.72801117730901,49.37104353909953,0,0,1,0,1,1,0,3,Full Stack Developer
22.666666666666668,19.833333333333332,28.333333333333332,24.083333333333332,21.25,0,1,0,0,0,0,0,8,Business Intelligence Analyst
47.75259547909713,80.25583971546611,56.87248502772356,61.62766752138901,81.18619822457879,0,0,0,0,1,0,1,7,DevOps Engineer
54.694643156356,83.33930802420747,85.64001336393852,57.39314935224548,55.08716675769865,0,1,1,0,1,1,1,7,Full Stack Developer
73.2546871954694,76.56264375031441,46.79082858689202,65.32000163250068,60.63393668745656,0,0,0,1,1,0,1,8,Software Engineer
40.0,42.5,45.0,42.5,37.5,0,1,1,0,0,1,0,7,DevOps Engineer
67.81727123661659,70.36825073174109,77.82896872274412,76.58742313385726,44.77804111328045,1,1,1,0,0,1,0,1,Full Stack Developer
80.23927432153154,71.53691291692022,82.86780775889756,71.83366248499804,40.0,1,1,1,0,1,1,1,2,Data Scientist
80.14104189077929,95.6226712231808,84.56733311435275,81.44043589640727,50.62834789986851,0,0,0,0,1,1,1,7,Machine Learning Engineer
84.133586718678,81.04866492690506,85.50064684424879,94.98223014910516,47.53909066180448,0,0,1,0,1,1,0,4,Business Intelligence Analyst
30.66666666666667,32.583333333333336,38.333333333333336,32.583333333333336,28.75,0,0,1,0,0,1,0,6,DevOps Engineer
56.0,49.0,63.0,59.5,52.5,0,1,0,0,0,0,0,4,Software Engineer
94.92359788233749,89.34490586967611,92.26575249296552,87.91048865474731,81.39635521409339,0,0,0,0,1,0,1,7,Machine Learning Engineer
48.0,51.0,54.0,51.0,45.0,0,1,1,0,0,1,0,7,DevOps Engineer
14.666666666666666,12.833333333333332,18.333333333333332,15.583333333333332,13.75,1,1,0,1,0,0,0,5,Business Intelligence Analyst
65.33333333333334,69.41666666666667,81.66666666666667,69.41666666666667,61.25,0,1,1,0,0,1,0,8,Data Scientist
18.666666666666668,19.833333333333332,21.0,19.833333333333332,17.5,0,0,1,0,0,1,0,2,DevOps Engineer
70.91169918419979,72.5494831061609,82.8031960992292,73.06653677267029,100.0,0,1,0,0,1,1,0,7,Cybersecurity Analyst
61.33333333333334,65.16666666666667,76.66666666666667,65.16666666666667,57.5,1,1,1,1,0,1,1,8,Data Scientist
50.666666666666664,53.83333333333333,63.33333333333333,53.83333333333333,47.5,1,1,1,1,0,1,0,6,DevOps Engineer
72.62861035139431,49.27882840727193,85.56235010888507,93.81281799964528,53.24746974358544,1,1,1,0,1,0,1,3,Data Analyst
46.856984432030174,75.7097933194544,40.0,40.0,56.81173859103765,0,0,1,1,1,1,1,5,Full Stack Developer
